 2016-01-25 20:00:16|201| 7|    1115|   11|   카이사르(217)
 2016-01-25 21:00:01|201| 8|     939|   10| 카가미네렌(88)
 2016-01-25 22:01:01|201| 9|    1165|   10|   카이사르(105)
 2016-01-25 23:00:01|201|10|    1094|   14|   카이사르(225)
 2016-01-26 00:00:02|201|11|    1489|   19|   카이사르(160)
 2016-01-26 01:00:01|201|12|    1036|   10|   평민킬러(129)
 2016-01-26 02:00:33|202| 1|    1105|    8|카가미네렌(131)
 2016-01-26 03:00:41|202| 2|     756|   11|바닥을탁치고(131)
 2016-01-26 04:00:19|202| 3|     876|    6|     Navy마초(163)
 2016-01-26 05:00:02|202| 4|     455|    1|바닥을탁치고(129)
 2016-01-26 06:00:01|202| 5|     300|    0| 하기싫은데(67)
 2016-01-26 07:00:01|202| 6|     275|    3|          くま(74)
 2016-01-26 08:00:01|202| 7|     417|    4|    카이사르(59)
 2016-01-26 09:00:01|202| 8|     674|    6|         카토(111)
 2016-01-26 10:00:07|202| 9|     752|    9|카가미네렌(106)
 2016-01-26 11:00:01|202|10|     833|    8|          KAITO(115)
 2016-01-26 12:00:01|202|11|     816|   10|      하루카(103)
 2016-01-26 13:00:04|202|12|    1271|    9|   카이사르(168)
 2016-01-26 14:00:01|203| 1|    3279|   13|     갸오오(2328)
 2016-01-26 15:00:01|203| 2|    1112|    6|         카토(130)
 2016-01-26 16:00:02|203| 3|    1202|   10|         카토(165)
 2016-01-26 17:00:12|203| 4|    1156|   14|카가미네렌(141)
 2016-01-26 18:00:01|203| 5|    1105|    9|   평민킬러(128)
 2016-01-26 19:00:00|203| 6|    1286|   11|   카이사르(206)
 2016-01-26 20:00:01|203| 7|    1831|   14|   카이사르(375)
 2016-01-26 21:00:22|203| 8|     856|    9|   카이사르(129)
 2016-01-26 22:00:07|203| 9|     998|   10|   카이사르(244)
 2016-01-26 23:00:01|203|10|     550|    8|   카이사르(151)
 2016-01-27 00:00:02|203|11|     727|    7|   카이사르(174)
 2016-01-27 01:00:01|203|12|     673|    6|   카이사르(109)
 2016-01-27 02:00:01|204| 1|     524|    2|           Anes(207)
 2016-01-27 03:00:01|204| 2|     168|    0|    코토와르(17)
 2016-01-27 04:00:02|204| 3|     199|    1|          무광(42)
 2016-01-27 05:00:01|204| 4|     130|    0|        북오더(6)
 2016-01-27 06:00:01|204| 5|     141|    1|        정휘인(8)
 2016-01-27 07:00:02|204| 6|     173|    1|           KAITO(41)
 2016-01-27 08:00:01|204| 7|     200|    3|바닥을탁치고(20)
 2016-01-27 09:00:01|204| 8|     487|    4|   카이사르(157)
 2016-01-27 10:00:01|204| 9|     510|    3| 카가미네렌(82)
 2016-01-27 11:00:01|204|10|     376|    3|            Anes(46)
 2016-01-27 12:00:14|204|11|     385|    5|    카이사르(44)
 2016-01-27 13:00:21|204|12|    1224|    6|   카이사르(319)
 2016-01-27 14:00:01|205| 1|     596|    4|           Anes(140)
 2016-01-27 15:00:01|205| 2|     369|    4| 카가미네렌(73)
 2016-01-27 16:00:01|205| 3|     336|    2|    카이사르(48)
 2016-01-27 17:00:01|205| 4|     360|    2|            Anes(55)
 2016-01-27 18:00:28|205| 5|     320|    4| 돌아온꼰대(33)
 2016-01-27 19:00:01|205| 6|     395|    4|            Anes(34)
 2016-01-27 20:00:13|205| 7|     349|    6|            Anes(43)
 2016-01-27 21:00:01|205| 8|     694|    1|         니쉬(130)
 2016-01-27 22:00:03|205| 9|     338|    6|    카이사르(47)
 2016-01-27 23:00:01|205|10|     318|    4|            Anes(73)
 2016-01-28 00:00:01|205|11|     474|    3|           KAITO(73)
 2016-01-28 01:00:01|205|12|     817|    4|           Anes(277)
